label,m,word,L,min_cost,hit_loop,breach,over_loop_impossible_check,cap_margin_ok,replay_ok,status
true-word,2,22,0,0,True,False,False,True,True,OK
true-word,3,221,1,1,True,False,False,True,True,OK
true-word,4,2212,1,1,True,False,False,True,True,OK
true-word,5,22121,2,2,True,False,False,True,True,OK
true-word,6,221212,2,2,True,False,False,True,True,OK
true-word,7,2212122,2,2,True,False,False,True,True,OK
true-word,8,22121221,3,3,True,False,False,True,True,OK
true-word,9,221212212,3,3,True,False,False,True,True,OK
true-word,10,2212122121,4,4,True,False,False,True,True,OK
true-word,11,22121221212,4,4,True,False,False,True,True,OK
true-word,12,221212212122,4,4,True,False,False,True,True,OK
true-word,13,2212122121221,5,5,True,False,False,True,True,OK
true-word,14,22121221212212,5,5,True,False,False,True,True,OK
true-word,15,221212212122121,6,6,True,False,False,True,True,OK
true-word,16,2212122121221212,6,6,True,False,False,True,True,OK
true-word,17,<17 letters>,7,7,True,False,False,True,True,OK
true-word,18,<18 letters>,7,7,True,False,False,True,True,OK
true-word,19,<19 letters>,7,7,True,False,False,True,True,OK
true-word,20,<20 letters>,8,8,True,False,False,True,True,OK
true-word,21,<21 letters>,8,8,True,False,False,True,True,OK
true-word,22,<22 letters>,9,9,True,False,False,True,True,OK
true-word,23,<23 letters>,9,9,True,False,False,True,True,OK
true-word,24,<24 letters>,9,9,True,False,False,True,True,OK
true-word,25,<25 letters>,10,10,True,False,False,True,True,OK
true-word,26,<26 letters>,10,10,True,False,False,True,True,OK
true-word,27,<27 letters>,11,11,True,False,False,True,True,OK
true-word,28,<28 letters>,11,11,True,False,False,True,True,OK
true-word,29,<29 letters>,12,11,False,True,False,True,True,OK
true-word,30,<30 letters>,12,11,False,True,False,True,True,OK
true-word,31,<31 letters>,12,11,False,True,False,True,True,OK
true-word,32,<32 letters>,13,11,False,True,False,True,True,OK
true-word,33,<33 letters>,13,11,False,True,False,True,True,OK
true-word,34,<34 letters>,14,11,False,True,False,True,True,OK
true-word,35,<35 letters>,14,11,False,True,False,True,True,OK
true-word,36,<36 letters>,14,11,False,True,False,True,True,OK
true-word,37,<37 letters>,15,11,False,True,False,True,True,OK
true-word,38,<38 letters>,15,11,False,True,False,True,True,OK
true-word,39,<39 letters>,16,11,False,True,False,True,True,OK
true-word,40,<40 letters>,16,11,False,True,False,True,True,OK
true-word,41,<41 letters>,17,11,False,True,False,True,True,OK
true-word,42,<42 letters>,17,11,False,True,False,True,True,OK
true-word,43,<43 letters>,17,11,False,True,False,True,True,OK
true-word,44,<44 letters>,18,11,False,True,False,True,True,OK
true-word,45,<45 letters>,18,11,False,True,False,True,True,OK
true-word,46,<46 letters>,19,11,False,True,False,True,True,OK
true-word,47,<47 letters>,19,11,False,True,False,True,True,OK
true-word,48,<48 letters>,19,11,False,True,False,True,True,OK
true-word,49,<49 letters>,20,11,False,True,False,True,True,OK
true-word,50,<50 letters>,20,11,False,True,False,True,True,OK
true-word,51,<51 letters>,21,11,False,True,False,True,True,OK
true-word,52,<52 letters>,21,11,False,True,False,True,True,OK
true-word,53,<53 letters>,22,11,False,True,False,True,True,OK
golden-per8,2,22,0,0,True,False,False,True,True,OK
golden-per8,3,221,1,1,True,False,False,True,True,OK
golden-per8,4,2212,1,1,True,False,False,True,True,OK
golden-per8,5,22121,2,2,True,False,False,True,True,OK
golden-per8,6,221212,2,2,True,False,False,True,True,OK
golden-per8,7,2212122,2,2,True,False,False,True,True,OK
golden-per8,8,22121221,3,3,True,False,False,True,True,OK
golden-per8,9,221212212,3,3,True,False,False,True,True,OK
golden-per8,10,2212122122,3,3,True,False,False,True,True,OK
golden-per8,11,22121221221,4,4,True,False,False,True,True,OK
golden-per8,12,221212212212,4,4,True,False,False,True,True,OK
golden-per8,13,2212122122121,5,5,True,False,False,True,True,OK
golden-per8,14,22121221221212,5,5,True,False,False,True,True,OK
golden-per8,15,221212212212122,5,5,True,False,False,True,True,OK
golden-per8,16,2212122122121221,6,6,True,False,False,True,True,OK
sqrt2-per12,2,21,1,1,True,False,False,True,True,OK
sqrt2-per12,3,212,1,1,True,False,False,True,True,OK
sqrt2-per12,4,2121,2,2,True,False,False,True,True,OK
sqrt2-per12,5,21211,3,3,True,False,False,True,True,OK
sqrt2-per12,6,212112,3,3,True,False,False,True,True,OK
sqrt2-per12,7,2121121,4,4,True,False,False,True,True,OK
sqrt2-per12,8,21211212,4,4,True,False,False,True,True,OK
sqrt2-per12,9,212112121,5,5,True,False,False,True,True,OK
sqrt2-per12,10,2121121212,5,5,True,False,False,True,True,OK
sqrt2-per12,11,21211212121,6,6,True,False,False,True,True,OK
sqrt2-per12,12,212112121211,7,7,True,False,False,True,True,OK
sqrt2-per12,13,2121121212112,7,7,True,False,False,True,True,OK
sqrt2-per12,14,21211212121121,8,8,True,False,False,True,True,OK
sqrt2-per12,15,212112121211212,8,8,True,False,False,True,True,OK
sqrt2-per12,16,2121121212112121,9,9,True,False,False,True,True,OK
sqrt2-per12,17,<17 letters>,10,10,True,False,False,True,True,OK
sqrt2-per12,18,<18 letters>,10,10,True,False,False,True,True,OK
sqrt2-per12,19,<19 letters>,11,11,True,False,False,True,True,OK
sqrt2-per12,20,<20 letters>,11,11,True,False,False,True,True,OK
sqrt2-per12,21,<21 letters>,12,12,True,False,False,True,True,OK
sqrt2-per12,22,<22 letters>,12,12,True,False,False,True,True,OK
sqrt2-per12,23,<23 letters>,13,13,True,False,False,True,True,OK
sqrt2-per12,24,<24 letters>,14,13,False,True,False,True,True,OK
exhaustive-m1,1,1,1,1,True,False,False,True,True,OK
exhaustive-m1,1,2,0,0,True,False,False,True,True,OK
exhaustive-m2,2,11,2,2,True,False,False,True,True,OK
exhaustive-m2,2,21,1,1,True,False,False,True,True,OK
exhaustive-m2,2,12,1,1,True,False,False,True,True,OK
exhaustive-m2,2,22,0,0,True,False,False,True,True,OK
exhaustive-m3,3,111,3,3,True,False,False,True,True,OK
exhaustive-m3,3,211,2,2,True,False,False,True,True,OK
exhaustive-m3,3,121,2,2,True,False,False,True,True,OK
exhaustive-m3,3,221,1,1,True,False,False,True,True,OK
exhaustive-m3,3,112,2,2,True,False,False,True,True,OK
exhaustive-m3,3,212,1,1,True,False,False,True,True,OK
exhaustive-m3,3,122,1,1,True,False,False,True,True,OK
exhaustive-m3,3,222,0,0,True,False,False,True,True,OK
exhaustive-m4,4,1111,4,4,True,False,False,True,True,OK
exhaustive-m4,4,2111,3,3,True,False,False,True,True,OK
exhaustive-m4,4,1211,3,3,True,False,False,True,True,OK
exhaustive-m4,4,2211,2,2,True,False,False,True,True,OK
exhaustive-m4,4,1121,3,3,True,False,False,True,True,OK
exhaustive-m4,4,2121,2,2,True,False,False,True,True,OK
exhaustive-m4,4,1221,2,2,True,False,False,True,True,OK
exhaustive-m4,4,2221,1,1,True,False,False,True,True,OK
exhaustive-m4,4,1112,3,3,True,False,False,True,True,OK
exhaustive-m4,4,2112,2,2,True,False,False,True,True,OK
exhaustive-m4,4,1212,2,2,True,False,False,True,True,OK
exhaustive-m4,4,2212,1,1,True,False,False,True,True,OK
exhaustive-m4,4,1122,2,2,True,False,False,True,True,OK
exhaustive-m4,4,2122,1,1,True,False,False,True,True,OK
exhaustive-m4,4,1222,1,1,True,False,False,True,True,OK
exhaustive-m4,4,2222,0,0,True,False,False,True,True,OK
exhaustive-m5,5,11111,5,5,True,False,False,True,True,OK
exhaustive-m5,5,21111,4,4,True,False,False,True,True,OK
exhaustive-m5,5,12111,4,4,True,False,False,True,True,OK
exhaustive-m5,5,22111,3,3,True,False,False,True,True,OK
exhaustive-m5,5,11211,4,4,True,False,False,True,True,OK
exhaustive-m5,5,21211,3,3,True,False,False,True,True,OK
exhaustive-m5,5,12211,3,3,True,False,False,True,True,OK
exhaustive-m5,5,22211,2,2,True,False,False,True,True,OK
exhaustive-m5,5,11121,4,4,True,False,False,True,True,OK
exhaustive-m5,5,21121,3,3,True,False,False,True,True,OK
exhaustive-m5,5,12121,3,3,True,False,False,True,True,OK
exhaustive-m5,5,22121,2,2,True,False,False,True,True,OK
exhaustive-m5,5,11221,3,3,True,False,False,True,True,OK
exhaustive-m5,5,21221,2,2,True,False,False,True,True,OK
exhaustive-m5,5,12221,2,2,True,False,False,True,True,OK
exhaustive-m5,5,22221,1,1,True,False,False,True,True,OK
exhaustive-m5,5,11112,4,4,True,False,False,True,True,OK
exhaustive-m5,5,21112,3,3,True,False,False,True,True,OK
exhaustive-m5,5,12112,3,3,True,False,False,True,True,OK
exhaustive-m5,5,22112,2,2,True,False,False,True,True,OK
exhaustive-m5,5,11212,3,3,True,False,False,True,True,OK
exhaustive-m5,5,21212,2,2,True,False,False,True,True,OK
exhaustive-m5,5,12212,2,2,True,False,False,True,True,OK
exhaustive-m5,5,22212,1,1,True,False,False,True,True,OK
exhaustive-m5,5,11122,3,3,True,False,False,True,True,OK
exhaustive-m5,5,21122,2,2,True,False,False,True,True,OK
exhaustive-m5,5,12122,2,2,True,False,False,True,True,OK
exhaustive-m5,5,22122,1,1,True,False,False,True,True,OK
exhaustive-m5,5,11222,2,2,True,False,False,True,True,OK
exhaustive-m5,5,21222,1,1,True,False,False,True,True,OK
exhaustive-m5,5,12222,1,1,True,False,False,True,True,OK
exhaustive-m5,5,22222,0,0,True,False,False,True,True,OK
exhaustive-m6,6,111111,6,6,True,False,False,True,True,OK
exhaustive-m6,6,211111,5,5,True,False,False,True,True,OK
exhaustive-m6,6,121111,5,5,True,False,False,True,True,OK
exhaustive-m6,6,221111,4,4,True,False,False,True,True,OK
exhaustive-m6,6,112111,5,5,True,False,False,True,True,OK
exhaustive-m6,6,212111,4,4,True,False,False,True,True,OK
exhaustive-m6,6,122111,4,4,True,False,False,True,True,OK
exhaustive-m6,6,222111,3,3,True,False,False,True,True,OK
exhaustive-m6,6,111211,5,5,True,False,False,True,True,OK
exhaustive-m6,6,211211,4,4,True,False,False,True,True,OK
exhaustive-m6,6,121211,4,4,True,False,False,True,True,OK
exhaustive-m6,6,221211,3,3,True,False,False,True,True,OK
exhaustive-m6,6,112211,4,4,True,False,False,True,True,OK
exhaustive-m6,6,212211,3,3,True,False,False,True,True,OK
exhaustive-m6,6,122211,3,3,True,False,False,True,True,OK
exhaustive-m6,6,222211,2,2,True,False,False,True,True,OK
exhaustive-m6,6,111121,5,5,True,False,False,True,True,OK
exhaustive-m6,6,211121,4,4,True,False,False,True,True,OK
exhaustive-m6,6,121121,4,4,True,False,False,True,True,OK
exhaustive-m6,6,221121,3,3,True,False,False,True,True,OK
exhaustive-m6,6,112121,4,4,True,False,False,True,True,OK
exhaustive-m6,6,212121,3,3,True,False,False,True,True,OK
exhaustive-m6,6,122121,3,3,True,False,False,True,True,OK
exhaustive-m6,6,222121,2,2,True,False,False,True,True,OK
exhaustive-m6,6,111221,4,4,True,False,False,True,True,OK
exhaustive-m6,6,211221,3,3,True,False,False,True,True,OK
exhaustive-m6,6,121221,3,3,True,False,False,True,True,OK
exhaustive-m6,6,221221,2,2,True,False,False,True,True,OK
exhaustive-m6,6,112221,3,3,True,False,False,True,True,OK
exhaustive-m6,6,212221,2,2,True,False,False,True,True,OK
exhaustive-m6,6,122221,2,2,True,False,False,True,True,OK
exhaustive-m6,6,222221,1,1,True,False,False,True,True,OK
exhaustive-m6,6,111112,5,5,True,False,False,True,True,OK
exhaustive-m6,6,211112,4,4,True,False,False,True,True,OK
exhaustive-m6,6,121112,4,4,True,False,False,True,True,OK
exhaustive-m6,6,221112,3,3,True,False,False,True,True,OK
exhaustive-m6,6,112112,4,4,True,False,False,True,True,OK
exhaustive-m6,6,212112,3,3,True,False,False,True,True,OK
exhaustive-m6,6,122112,3,3,True,False,False,True,True,OK
exhaustive-m6,6,222112,2,2,True,False,False,True,True,OK
exhaustive-m6,6,111212,4,4,True,False,False,True,True,OK
exhaustive-m6,6,211212,3,3,True,False,False,True,True,OK
exhaustive-m6,6,121212,3,3,True,False,False,True,True,OK
exhaustive-m6,6,221212,2,2,True,False,False,True,True,OK
exhaustive-m6,6,112212,3,3,True,False,False,True,True,OK
exhaustive-m6,6,212212,2,2,True,False,False,True,True,OK
exhaustive-m6,6,122212,2,2,True,False,False,True,True,OK
exhaustive-m6,6,222212,1,1,True,False,False,True,True,OK
exhaustive-m6,6,111122,4,4,True,False,False,True,True,OK
exhaustive-m6,6,211122,3,3,True,False,False,True,True,OK
exhaustive-m6,6,121122,3,3,True,False,False,True,True,OK
exhaustive-m6,6,221122,2,2,True,False,False,True,True,OK
exhaustive-m6,6,112122,3,3,True,False,False,True,True,OK
exhaustive-m6,6,212122,2,2,True,False,False,True,True,OK
exhaustive-m6,6,122122,2,2,True,False,False,True,True,OK
exhaustive-m6,6,222122,1,1,True,False,False,True,True,OK
exhaustive-m6,6,111222,3,3,True,False,False,True,True,OK
exhaustive-m6,6,211222,2,2,True,False,False,True,True,OK
exhaustive-m6,6,121222,2,2,True,False,False,True,True,OK
exhaustive-m6,6,221222,1,1,True,False,False,True,True,OK
exhaustive-m6,6,112222,2,2,True,False,False,True,True,OK
exhaustive-m6,6,212222,1,1,True,False,False,True,True,OK
exhaustive-m6,6,122222,1,1,True,False,False,True,True,OK
exhaustive-m6,6,222222,0,0,True,False,False,True,True,OK
exhaustive-m7,7,1111111,7,7,True,False,False,True,True,OK
exhaustive-m7,7,2111111,6,6,True,False,False,True,True,OK
exhaustive-m7,7,1211111,6,6,True,False,False,True,True,OK
exhaustive-m7,7,2211111,5,5,True,False,False,True,True,OK
exhaustive-m7,7,1121111,6,6,True,False,False,True,True,OK
exhaustive-m7,7,2121111,5,5,True,False,False,True,True,OK
exhaustive-m7,7,1221111,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2221111,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1112111,6,6,True,False,False,True,True,OK
exhaustive-m7,7,2112111,5,5,True,False,False,True,True,OK
exhaustive-m7,7,1212111,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2212111,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1122111,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2122111,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1222111,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2222111,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1111211,6,6,True,False,False,True,True,OK
exhaustive-m7,7,2111211,5,5,True,False,False,True,True,OK
exhaustive-m7,7,1211211,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2211211,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1121211,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2121211,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1221211,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2221211,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1112211,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2112211,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1212211,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2212211,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1122211,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2122211,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1222211,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2222211,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1111121,6,6,True,False,False,True,True,OK
exhaustive-m7,7,2111121,5,5,True,False,False,True,True,OK
exhaustive-m7,7,1211121,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2211121,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1121121,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2121121,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1221121,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2221121,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1112121,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2112121,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1212121,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2212121,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1122121,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2122121,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1222121,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2222121,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1111221,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2111221,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1211221,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2211221,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1121221,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2121221,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1221221,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2221221,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1112221,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2112221,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1212221,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2212221,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1122221,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2122221,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1222221,2,2,True,False,False,True,True,OK
exhaustive-m7,7,2222221,1,1,True,False,False,True,True,OK
exhaustive-m7,7,1111112,6,6,True,False,False,True,True,OK
exhaustive-m7,7,2111112,5,5,True,False,False,True,True,OK
exhaustive-m7,7,1211112,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2211112,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1121112,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2121112,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1221112,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2221112,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1112112,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2112112,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1212112,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2212112,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1122112,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2122112,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1222112,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2222112,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1111212,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2111212,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1211212,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2211212,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1121212,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2121212,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1221212,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2221212,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1112212,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2112212,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1212212,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2212212,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1122212,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2122212,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1222212,2,2,True,False,False,True,True,OK
exhaustive-m7,7,2222212,1,1,True,False,False,True,True,OK
exhaustive-m7,7,1111122,5,5,True,False,False,True,True,OK
exhaustive-m7,7,2111122,4,4,True,False,False,True,True,OK
exhaustive-m7,7,1211122,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2211122,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1121122,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2121122,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1221122,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2221122,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1112122,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2112122,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1212122,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2212122,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1122122,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2122122,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1222122,2,2,True,False,False,True,True,OK
exhaustive-m7,7,2222122,1,1,True,False,False,True,True,OK
exhaustive-m7,7,1111222,4,4,True,False,False,True,True,OK
exhaustive-m7,7,2111222,3,3,True,False,False,True,True,OK
exhaustive-m7,7,1211222,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2211222,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1121222,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2121222,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1221222,2,2,True,False,False,True,True,OK
exhaustive-m7,7,2221222,1,1,True,False,False,True,True,OK
exhaustive-m7,7,1112222,3,3,True,False,False,True,True,OK
exhaustive-m7,7,2112222,2,2,True,False,False,True,True,OK
exhaustive-m7,7,1212222,2,2,True,False,False,True,True,OK
exhaustive-m7,7,2212222,1,1,True,False,False,True,True,OK
exhaustive-m7,7,1122222,2,2,True,False,False,True,True,OK
exhaustive-m7,7,2122222,1,1,True,False,False,True,True,OK
exhaustive-m7,7,1222222,1,1,True,False,False,True,True,OK
exhaustive-m7,7,2222222,0,0,True,False,False,True,True,OK
exhaustive-m8,8,11111111,8,8,True,False,False,True,True,OK
exhaustive-m8,8,21111111,7,7,True,False,False,True,True,OK
exhaustive-m8,8,12111111,7,7,True,False,False,True,True,OK
exhaustive-m8,8,22111111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,11211111,7,7,True,False,False,True,True,OK
exhaustive-m8,8,21211111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,12211111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,22211111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,11121111,7,7,True,False,False,True,True,OK
exhaustive-m8,8,21121111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,12121111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,22121111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,11221111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21221111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12221111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22221111,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11112111,7,7,True,False,False,True,True,OK
exhaustive-m8,8,21112111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,12112111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,22112111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,11212111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21212111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12212111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22212111,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11122111,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21122111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12122111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22122111,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11222111,5,5,True,False,False,True,True,OK
exhaustive-m8,8,21222111,4,4,True,False,False,True,True,OK
exhaustive-m8,8,12222111,4,4,True,False,False,True,True,OK
exhaustive-m8,8,22222111,3,3,True,False,False,True,True,OK
exhaustive-m8,8,11111211,7,7,True,False,False,True,True,OK
exhaustive-m8,8,21111211,6,6,True,False,False,True,True,OK
exhaustive-m8,8,12111211,6,6,True,False,False,True,True,OK
exhaustive-m8,8,22111211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,11211211,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21211211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12211211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22211211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11121211,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21121211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12121211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22121211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11221211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,21221211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,12221211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,22221211,3,3,True,False,False,True,True,OK
exhaustive-m8,8,11112211,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21112211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12112211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22112211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11212211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,21212211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,12212211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,22212211,3,3,True,False,False,True,True,OK
exhaustive-m8,8,11122211,5,5,True,False,False,True,True,OK
exhaustive-m8,8,21122211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,12122211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,22122211,3,3,True,False,False,True,True,OK
exhaustive-m8,8,11222211,4,4,True,False,False,True,True,OK
exhaustive-m8,8,21222211,3,3,True,False,False,True,True,OK
exhaustive-m8,8,12222211,3,3,True,False,False,True,True,OK
exhaustive-m8,8,22222211,2,2,True,False,False,True,True,OK
exhaustive-m8,8,11111121,7,7,True,False,False,True,True,OK
exhaustive-m8,8,21111121,6,6,True,False,False,True,True,OK
exhaustive-m8,8,12111121,6,6,True,False,False,True,True,OK
exhaustive-m8,8,22111121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,11211121,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21211121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12211121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22211121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11121121,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21121121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12121121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22121121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11221121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,21221121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,12221121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,22221121,3,3,True,False,False,True,True,OK
exhaustive-m8,8,11112121,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21112121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12112121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22112121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11212121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,21212121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,12212121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,22212121,3,3,True,False,False,True,True,OK
exhaustive-m8,8,11122121,5,5,True,False,False,True,True,OK
exhaustive-m8,8,21122121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,12122121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,22122121,3,3,True,False,False,True,True,OK
exhaustive-m8,8,11222121,4,4,True,False,False,True,True,OK
exhaustive-m8,8,21222121,3,3,True,False,False,True,True,OK
exhaustive-m8,8,12222121,3,3,True,False,False,True,True,OK
exhaustive-m8,8,22222121,2,2,True,False,False,True,True,OK
exhaustive-m8,8,11111221,6,6,True,False,False,True,True,OK
exhaustive-m8,8,21111221,5,5,True,False,False,True,True,OK
exhaustive-m8,8,12111221,5,5,True,False,False,True,True,OK
exhaustive-m8,8,22111221,4,4,True,False,False,True,True,OK
exhaustive-m8,8,11211221,5,5,True,False,False,True,True,OK
