alphabet,m,word,D,L,is_break,min_k_g_loop,predicted_break
"{1,2,3}",5,32332,0,0,False,-3,True
"{1,2,3}",5,32333,0,0,False,-4,True
"{1,2,3}",5,33111,1,1,False,-2,True
"{1,2,3}",5,33112,0,0,False,-2,True
"{1,2,3}",5,33113,0,0,False,-2,True
"{1,2,3}",5,33121,0,0,False,-2,True
"{1,2,3}",5,33122,0,0,False,-2,True
"{1,2,3}",5,33123,0,0,False,-2,True
"{1,2,3}",5,33131,0,0,False,-2,True
"{1,2,3}",5,33132,0,0,False,-2,True
"{1,2,3}",5,33133,0,0,False,-3,True
"{1,2,3}",5,33211,0,0,False,-2,True
"{1,2,3}",5,33212,0,0,False,-2,True
"{1,2,3}",5,33213,0,0,False,-2,True
"{1,2,3}",5,33221,0,0,False,-2,True
"{1,2,3}",5,33222,0,0,False,-2,True
"{1,2,3}",5,33223,0,0,False,-3,True
"{1,2,3}",5,33231,0,0,False,-3,True
"{1,2,3}",5,33232,0,0,False,-3,True
"{1,2,3}",5,33233,0,0,False,-4,True
"{1,2,3}",5,33311,0,0,False,-3,True
"{1,2,3}",5,33312,0,0,False,-3,True
"{1,2,3}",5,33313,0,0,False,-3,True
"{1,2,3}",5,33321,0,0,False,-3,True
"{1,2,3}",5,33322,0,0,False,-3,True
"{1,2,3}",5,33323,0,0,False,-4,True
"{1,2,3}",5,33331,0,0,False,-4,True
"{1,2,3}",5,33332,0,0,False,-4,True
"{1,2,3}",5,33333,0,0,False,-5,True
"{1,2,3}",6,112333,2,2,False,-1,True
"{1,2,3}",6,113233,2,2,False,-1,True
"{1,2,3}",6,113323,2,2,False,-1,True
"{1,2,3}",6,113331,2,2,False,-1,True
"{1,2,3}",6,113332,2,2,False,-1,True
"{1,2,3}",6,113333,2,2,False,-2,True
"{1,2,3}",6,121333,2,2,False,-1,True
"{1,2,3}",6,122233,1,1,False,-1,True
"{1,2,3}",6,122323,1,1,False,-1,True
"{1,2,3}",6,122331,1,1,False,-1,True
"{1,2,3}",6,122332,1,1,False,-1,True
"{1,2,3}",6,122333,1,1,False,-2,True
"{1,2,3}",6,123133,1,1,False,-1,True
"{1,2,3}",6,123223,1,1,False,-1,True
"{1,2,3}",6,123231,1,1,False,-1,True
"{1,2,3}",6,123232,1,1,False,-1,True
"{1,2,3}",6,123233,1,1,False,-2,True
"{1,2,3}",6,123311,1,1,False,-1,True
"{1,2,3}",6,123312,1,1,False,-1,True
"{1,2,3}",6,123313,1,1,False,-1,True
"{1,2,3}",6,123321,1,1,False,-1,True
"{1,2,3}",6,123322,1,1,False,-1,True
"{1,2,3}",6,123323,1,1,False,-2,True
"{1,2,3}",6,123331,1,1,False,-2,True
"{1,2,3}",6,123332,1,1,False,-2,True
"{1,2,3}",6,123333,1,1,False,-3,True
"{1,2,3}",6,131233,1,1,False,-1,True
"{1,2,3}",6,131323,1,1,False,-1,True
"{1,2,3}",6,131331,1,1,False,-1,True
"{1,2,3}",6,131332,1,1,False,-1,True
"{1,2,3}",6,131333,1,1,False,-2,True
"{1,2,3}",6,132133,1,1,False,-1,True
"{1,2,3}",6,132223,1,1,False,-1,True
"{1,2,3}",6,132231,1,1,False,-1,True
"{1,2,3}",6,132232,1,1,False,-1,True
"{1,2,3}",6,132233,1,1,False,-2,True
"{1,2,3}",6,132311,1,1,False,-1,True
"{1,2,3}",6,132312,1,1,False,-1,True
"{1,2,3}",6,132313,1,1,False,-1,True
"{1,2,3}",6,132321,1,1,False,-1,True
"{1,2,3}",6,132322,1,1,False,-1,True
"{1,2,3}",6,132323,1,1,False,-2,True
"{1,2,3}",6,132331,1,1,False,-2,True
"{1,2,3}",6,132332,1,1,False,-2,True
"{1,2,3}",6,132333,1,1,False,-3,True
"{1,2,3}",6,133111,2,2,False,-1,True
"{1,2,3}",6,133112,1,1,False,-1,True
"{1,2,3}",6,133113,1,1,False,-1,True
"{1,2,3}",6,133121,1,1,False,-1,True
"{1,2,3}",6,133122,1,1,False,-1,True
"{1,2,3}",6,133123,1,1,False,-1,True
"{1,2,3}",6,133131,1,1,False,-1,True
"{1,2,3}",6,133132,1,1,False,-1,True
"{1,2,3}",6,133133,1,1,False,-2,True
"{1,2,3}",6,133211,1,1,False,-1,True
"{1,2,3}",6,133212,1,1,False,-1,True
"{1,2,3}",6,133213,1,1,False,-1,True
"{1,2,3}",6,133221,1,1,False,-1,True
"{1,2,3}",6,133222,1,1,False,-1,True
"{1,2,3}",6,133223,1,1,False,-2,True
"{1,2,3}",6,133231,1,1,False,-2,True
"{1,2,3}",6,133232,1,1,False,-2,True
"{1,2,3}",6,133233,1,1,False,-3,True
"{1,2,3}",6,133311,1,1,False,-2,True
"{1,2,3}",6,133312,1,1,False,-2,True
"{1,2,3}",6,133313,1,1,False,-2,True
"{1,2,3}",6,133321,1,1,False,-2,True
"{1,2,3}",6,133322,1,1,False,-2,True
"{1,2,3}",6,133323,1,1,False,-3,True
"{1,2,3}",6,133331,1,1,False,-3,True
"{1,2,3}",6,133332,1,1,False,-3,True
"{1,2,3}",6,133333,1,1,False,-4,True
"{1,2,3}",6,211333,2,2,False,-1,True
"{1,2,3}",6,212233,1,1,False,-1,True
"{1,2,3}",6,212323,1,1,False,-1,True
"{1,2,3}",6,212331,1,1,False,-1,True
"{1,2,3}",6,212332,1,1,False,-1,True
"{1,2,3}",6,212333,1,1,False,-2,True
"{1,2,3}",6,213133,1,1,False,-1,True
"{1,2,3}",6,213223,1,1,False,-1,True
"{1,2,3}",6,213231,1,1,False,-1,True
"{1,2,3}",6,213232,1,1,False,-1,True
"{1,2,3}",6,213233,1,1,False,-2,True
"{1,2,3}",6,213311,1,1,False,-1,True
"{1,2,3}",6,213312,1,1,False,-1,True
"{1,2,3}",6,213313,1,1,False,-1,True
"{1,2,3}",6,213321,1,1,False,-1,True
"{1,2,3}",6,213322,1,1,False,-1,True
"{1,2,3}",6,213323,1,1,False,-2,True
"{1,2,3}",6,213331,1,1,False,-2,True
"{1,2,3}",6,213332,1,1,False,-2,True
"{1,2,3}",6,213333,1,1,False,-3,True
"{1,2,3}",6,221233,1,1,False,-1,True
"{1,2,3}",6,221323,1,1,False,-1,True
"{1,2,3}",6,221331,1,1,False,-1,True
"{1,2,3}",6,221332,1,1,False,-1,True
"{1,2,3}",6,221333,1,1,False,-2,True
"{1,2,3}",6,222133,1,1,False,-1,True
"{1,2,3}",6,222223,0,0,False,-1,True
"{1,2,3}",6,222231,0,0,False,-1,True
"{1,2,3}",6,222232,0,0,False,-1,True
"{1,2,3}",6,222233,0,0,False,-2,True
"{1,2,3}",6,222311,1,1,False,-1,True
"{1,2,3}",6,222312,0,0,False,-1,True
"{1,2,3}",6,222313,0,0,False,-1,True
"{1,2,3}",6,222321,0,0,False,-1,True
"{1,2,3}",6,222322,0,0,False,-1,True
"{1,2,3}",6,222323,0,0,False,-2,True
"{1,2,3}",6,222331,0,0,False,-2,True
"{1,2,3}",6,222332,0,0,False,-2,True
"{1,2,3}",6,222333,0,0,False,-3,True
"{1,2,3}",6,223111,2,2,False,-1,True
"{1,2,3}",6,223112,1,1,False,-1,True
"{1,2,3}",6,223113,1,1,False,-1,True
"{1,2,3}",6,223121,1,1,False,-1,True
"{1,2,3}",6,223122,0,0,False,-1,True
"{1,2,3}",6,223123,0,0,False,-1,True
"{1,2,3}",6,223131,0,0,False,-1,True
"{1,2,3}",6,223132,0,0,False,-1,True
"{1,2,3}",6,223133,0,0,False,-2,True
"{1,2,3}",6,223211,1,1,False,-1,True
"{1,2,3}",6,223212,0,0,False,-1,True
"{1,2,3}",6,223213,0,0,False,-1,True
"{1,2,3}",6,223221,0,0,False,-1,True
"{1,2,3}",6,223222,0,0,False,-1,True
"{1,2,3}",6,223223,0,0,False,-2,True
"{1,2,3}",6,223231,0,0,False,-2,True
"{1,2,3}",6,223232,0,0,False,-2,True
"{1,2,3}",6,223233,0,0,False,-3,True
"{1,2,3}",6,223311,0,0,False,-2,True
"{1,2,3}",6,223312,0,0,False,-2,True
"{1,2,3}",6,223313,0,0,False,-2,True
"{1,2,3}",6,223321,0,0,False,-2,True
"{1,2,3}",6,223322,0,0,False,-2,True
"{1,2,3}",6,223323,0,0,False,-3,True
"{1,2,3}",6,223331,0,0,False,-3,True
"{1,2,3}",6,223332,0,0,False,-3,True
"{1,2,3}",6,223333,0,0,False,-4,True
"{1,2,3}",6,231111,3,3,False,-1,True
"{1,2,3}",6,231112,2,2,False,-1,True
"{1,2,3}",6,231113,2,2,False,-1,True
"{1,2,3}",6,231121,2,2,False,-1,True
"{1,2,3}",6,231122,1,1,False,-1,True
"{1,2,3}",6,231123,1,1,False,-1,True
"{1,2,3}",6,231131,1,1,False,-1,True
"{1,2,3}",6,231132,1,1,False,-1,True
"{1,2,3}",6,231133,1,1,False,-1,True
"{1,2,3}",6,231211,2,2,False,-1,True
"{1,2,3}",6,231212,1,1,False,-1,True
"{1,2,3}",6,231213,1,1,False,-1,True
"{1,2,3}",6,231221,1,1,False,-1,True
"{1,2,3}",6,231222,0,0,False,-1,True
"{1,2,3}",6,231223,0,0,False,-1,True
"{1,2,3}",6,231231,0,0,False,-1,True
"{1,2,3}",6,231232,0,0,False,-1,True
"{1,2,3}",6,231233,0,0,False,-2,True
"{1,2,3}",6,231311,1,1,False,-1,True
"{1,2,3}",6,231312,0,0,False,-1,True
"{1,2,3}",6,231313,0,0,False,-1,True
"{1,2,3}",6,231321,0,0,False,-1,True
"{1,2,3}",6,231322,0,0,False,-1,True
"{1,2,3}",6,231323,0,0,False,-2,True
"{1,2,3}",6,231331,0,0,False,-2,True
"{1,2,3}",6,231332,0,0,False,-2,True
"{1,2,3}",6,231333,0,0,False,-3,True
"{1,2,3}",6,232111,2,2,False,-1,True
"{1,2,3}",6,232112,1,1,False,-1,True
"{1,2,3}",6,232113,1,1,False,-1,True
"{1,2,3}",6,232121,1,1,False,-1,True
"{1,2,3}",6,232122,0,0,False,-1,True
"{1,2,3}",6,232123,0,0,False,-1,True
"{1,2,3}",6,232131,0,0,False,-1,True
"{1,2,3}",6,232132,0,0,False,-1,True
"{1,2,3}",6,232133,0,0,False,-2,True
"{1,2,3}",6,232211,1,1,False,-1,True
"{1,2,3}",6,232212,0,0,False,-1,True
"{1,2,3}",6,232213,0,0,False,-1,True
"{1,2,3}",6,232221,0,0,False,-1,True
"{1,2,3}",6,232222,0,0,False,-1,True
"{1,2,3}",6,232223,0,0,False,-2,True
"{1,2,3}",6,232231,0,0,False,-2,True
"{1,2,3}",6,232232,0,0,False,-2,True
"{1,2,3}",6,232233,0,0,False,-3,True
"{1,2,3}",6,232311,0,0,False,-2,True
"{1,2,3}",6,232312,0,0,False,-2,True
"{1,2,3}",6,232313,0,0,False,-2,True
"{1,2,3}",6,232321,0,0,False,-2,True
"{1,2,3}",6,232322,0,0,False,-2,True
"{1,2,3}",6,232323,0,0,False,-3,True
"{1,2,3}",6,232331,0,0,False,-3,True
"{1,2,3}",6,232332,0,0,False,-3,True
"{1,2,3}",6,232333,0,0,False,-4,True
"{1,2,3}",6,233111,1,1,False,-2,True
"{1,2,3}",6,233112,0,0,False,-2,True
"{1,2,3}",6,233113,0,0,False,-2,True
"{1,2,3}",6,233121,0,0,False,-2,True
"{1,2,3}",6,233122,0,0,False,-2,True
"{1,2,3}",6,233123,0,0,False,-2,True
"{1,2,3}",6,233131,0,0,False,-2,True
"{1,2,3}",6,233132,0,0,False,-2,True
"{1,2,3}",6,233133,0,0,False,-3,True
"{1,2,3}",6,233211,0,0,False,-2,True
"{1,2,3}",6,233212,0,0,False,-2,True
"{1,2,3}",6,233213,0,0,False,-2,True
"{1,2,3}",6,233221,0,0,False,-2,True
"{1,2,3}",6,233222,0,0,False,-2,True
"{1,2,3}",6,233223,0,0,False,-3,True
"{1,2,3}",6,233231,0,0,False,-3,True
"{1,2,3}",6,233232,0,0,False,-3,True
"{1,2,3}",6,233233,0,0,False,-4,True
"{1,2,3}",6,233311,0,0,False,-3,True
"{1,2,3}",6,233312,0,0,False,-3,True
"{1,2,3}",6,233313,0,0,False,-3,True
"{1,2,3}",6,233321,0,0,False,-3,True
"{1,2,3}",6,233322,0,0,False,-3,True
"{1,2,3}",6,233323,0,0,False,-4,True
"{1,2,3}",6,233331,0,0,False,-4,True
"{1,2,3}",6,233332,0,0,False,-4,True
"{1,2,3}",6,233333,0,0,False,-5,True
"{1,2,3}",6,311111,4,4,False,-1,True
"{1,2,3}",6,311112,3,3,False,-1,True
"{1,2,3}",6,311113,3,3,False,-1,True
"{1,2,3}",6,311121,3,3,False,-1,True
"{1,2,3}",6,311122,2,2,False,-1,True
"{1,2,3}",6,311123,2,2,False,-1,True
"{1,2,3}",6,311131,2,2,False,-1,True
"{1,2,3}",6,311132,2,2,False,-1,True
"{1,2,3}",6,311133,2,2,False,-1,True
"{1,2,3}",6,311211,3,3,False,-1,True
"{1,2,3}",6,311212,2,2,False,-1,True
"{1,2,3}",6,311213,2,2,False,-1,True
"{1,2,3}",6,311221,2,2,False,-1,True
"{1,2,3}",6,311222,1,1,False,-1,True
"{1,2,3}",6,311223,1,1,False,-1,True
"{1,2,3}",6,311231,1,1,False,-1,True
"{1,2,3}",6,311232,1,1,False,-1,True
"{1,2,3}",6,311233,1,1,False,-1,True
"{1,2,3}",6,311311,2,2,False,-1,True
"{1,2,3}",6,311312,1,1,False,-1,True
"{1,2,3}",6,311313,1,1,False,-1,True
"{1,2,3}",6,311321,1,1,False,-1,True
"{1,2,3}",6,311322,1,1,False,-1,True
"{1,2,3}",6,311323,1,1,False,-1,True
"{1,2,3}",6,311331,1,1,False,-1,True
"{1,2,3}",6,311332,1,1,False,-1,True
"{1,2,3}",6,311333,1,1,False,-2,True
"{1,2,3}",6,312111,3,3,False,-1,True
"{1,2,3}",6,312112,2,2,False,-1,True
"{1,2,3}",6,312113,2,2,False,-1,True
"{1,2,3}",6,312121,2,2,False,-1,True
"{1,2,3}",6,312122,1,1,False,-1,True
"{1,2,3}",6,312123,1,1,False,-1,True
"{1,2,3}",6,312131,1,1,False,-1,True
"{1,2,3}",6,312132,1,1,False,-1,True
"{1,2,3}",6,312133,1,1,False,-1,True
"{1,2,3}",6,312211,2,2,False,-1,True
"{1,2,3}",6,312212,1,1,False,-1,True
"{1,2,3}",6,312213,1,1,False,-1,True
"{1,2,3}",6,312221,1,1,False,-1,True
"{1,2,3}",6,312222,0,0,False,-1,True
"{1,2,3}",6,312223,0,0,False,-1,True
"{1,2,3}",6,312231,0,0,False,-1,True
"{1,2,3}",6,312232,0,0,False,-1,True
"{1,2,3}",6,312233,0,0,False,-2,True
"{1,2,3}",6,312311,1,1,False,-1,True
"{1,2,3}",6,312312,0,0,False,-1,True
"{1,2,3}",6,312313,0,0,False,-1,True
"{1,2,3}",6,312321,0,0,False,-1,True
"{1,2,3}",6,312322,0,0,False,-1,True
"{1,2,3}",6,312323,0,0,False,-2,True
"{1,2,3}",6,312331,0,0,False,-2,True
"{1,2,3}",6,312332,0,0,False,-2,True
"{1,2,3}",6,312333,0,0,False,-3,True
"{1,2,3}",6,313111,2,2,False,-1,True
"{1,2,3}",6,313112,1,1,False,-1,True
"{1,2,3}",6,313113,1,1,False,-1,True
"{1,2,3}",6,313121,1,1,False,-1,True
"{1,2,3}",6,313122,0,0,False,-1,True
"{1,2,3}",6,313123,0,0,False,-1,True
"{1,2,3}",6,313131,0,0,False,-1,True
"{1,2,3}",6,313132,0,0,False,-1,True
"{1,2,3}",6,313133,0,0,False,-2,True
"{1,2,3}",6,313211,1,1,False,-1,True
"{1,2,3}",6,313212,0,0,False,-1,True
"{1,2,3}",6,313213,0,0,False,-1,True
"{1,2,3}",6,313221,0,0,False,-1,True
"{1,2,3}",6,313222,0,0,False,-1,True
"{1,2,3}",6,313223,0,0,False,-2,True
"{1,2,3}",6,313231,0,0,False,-2,True
"{1,2,3}",6,313232,0,0,False,-2,True
"{1,2,3}",6,313233,0,0,False,-3,True
"{1,2,3}",6,313311,0,0,False,-2,True
"{1,2,3}",6,313312,0,0,False,-2,True
"{1,2,3}",6,313313,0,0,False,-2,True
"{1,2,3}",6,313321,0,0,False,-2,True
"{1,2,3}",6,313322,0,0,False,-2,True
"{1,2,3}",6,313323,0,0,False,-3,True
"{1,2,3}",6,313331,0,0,False,-3,True
"{1,2,3}",6,313332,0,0,False,-3,True
"{1,2,3}",6,313333,0,0,False,-4,True
"{1,2,3}",6,321111,3,3,False,-1,True
"{1,2,3}",6,321112,2,2,False,-1,True
"{1,2,3}",6,321113,2,2,False,-1,True
"{1,2,3}",6,321121,2,2,False,-1,True
"{1,2,3}",6,321122,1,1,False,-1,True
"{1,2,3}",6,321123,1,1,False,-1,True
"{1,2,3}",6,321131,1,1,False,-1,True
"{1,2,3}",6,321132,1,1,False,-1,True
"{1,2,3}",6,321133,1,1,False,-1,True
"{1,2,3}",6,321211,2,2,False,-1,True
"{1,2,3}",6,321212,1,1,False,-1,True
"{1,2,3}",6,321213,1,1,False,-1,True
"{1,2,3}",6,321221,1,1,False,-1,True
"{1,2,3}",6,321222,0,0,False,-1,True
"{1,2,3}",6,321223,0,0,False,-1,True
"{1,2,3}",6,321231,0,0,False,-1,True
"{1,2,3}",6,321232,0,0,False,-1,True
"{1,2,3}",6,321233,0,0,False,-2,True
"{1,2,3}",6,321311,1,1,False,-1,True
"{1,2,3}",6,321312,0,0,False,-1,True
"{1,2,3}",6,321313,0,0,False,-1,True
"{1,2,3}",6,321321,0,0,False,-1,True
"{1,2,3}",6,321322,0,0,False,-1,True
"{1,2,3}",6,321323,0,0,False,-2,True
"{1,2,3}",6,321331,0,0,False,-2,True
"{1,2,3}",6,321332,0,0,False,-2,True
"{1,2,3}",6,321333,0,0,False,-3,True
"{1,2,3}",6,322111,2,2,False,-1,True
"{1,2,3}",6,322112,1,1,False,-1,True
"{1,2,3}",6,322113,1,1,False,-1,True
"{1,2,3}",6,322121,1,1,False,-1,True
"{1,2,3}",6,322122,0,0,False,-1,True
"{1,2,3}",6,322123,0,0,False,-1,True
"{1,2,3}",6,322131,0,0,False,-1,True
"{1,2,3}",6,322132,0,0,False,-1,True
"{1,2,3}",6,322133,0,0,False,-2,True
"{1,2,3}",6,322211,1,1,False,-1,True
"{1,2,3}",6,322212,0,0,False,-1,True
"{1,2,3}",6,322213,0,0,False,-1,True
"{1,2,3}",6,322221,0,0,False,-1,True
"{1,2,3}",6,322222,0,0,False,-1,True
"{1,2,3}",6,322223,0,0,False,-2,True
"{1,2,3}",6,322231,0,0,False,-2,True
"{1,2,3}",6,322232,0,0,False,-2,True
"{1,2,3}",6,322233,0,0,False,-3,True
"{1,2,3}",6,322311,0,0,False,-2,True
"{1,2,3}",6,322312,0,0,False,-2,True
